depute_nom,groupe_abrev,scrutin_num,scrutin_date,vote_position,vote_dissident,scrutin_groupe,scrutin_fulldesc,scrutin_dossierLibelle,scrutin_typeLibelle,scrutin_typedetail
M. Julien Borowczyk,LAREM,79,27/07/2017,absent,False,LR,Scrutin n° 79 du 27/07/2017 : l'amendement n° 34 de M. Reitzer à l'article 6 du projet de loi pour la confiance dans la vie publique            (première lecture).       ,"Pouvoirs publics : confiance dans l'action publique
",Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,79,27/07/2017,absent,False,LR,Scrutin n° 79 du 27/07/2017 : l'amendement n° 34 de M. Reitzer à l'article 6 du projet de loi pour la confiance dans la vie publique            (première lecture).       ,"Pouvoirs publics : confiance dans l'action publique
",Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,79,27/07/2017,absent,False,LR,Scrutin n° 79 du 27/07/2017 : l'amendement n° 34 de M. Reitzer à l'article 6 du projet de loi pour la confiance dans la vie publique            (première lecture).       ,"Pouvoirs publics : confiance dans l'action publique
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,79,27/07/2017,absent,False,LR,Scrutin n° 79 du 27/07/2017 : l'amendement n° 34 de M. Reitzer à l'article 6 du projet de loi pour la confiance dans la vie publique            (première lecture).       ,"Pouvoirs publics : confiance dans l'action publique
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,14,11/07/2017,pour,False,Gouvernement,Scrutin n° 14 du 11/07/2017 : l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,"Travail : mesures pour le renforcement du dialogue social
",Scrutins publics ordinaires,article
M. Julien Borowczyk,LAREM,14,11/07/2017,abstention,True,Gouvernement,Scrutin n° 14 du 11/07/2017 : l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,"Travail : mesures pour le renforcement du dialogue social
",Scrutins publics ordinaires,article
M. Régis Juanico,SOC,14,11/07/2017,contre,False,Gouvernement,Scrutin n° 14 du 11/07/2017 : l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,"Travail : mesures pour le renforcement du dialogue social
",Scrutins publics ordinaires,article
M. Jean-Michel Mis,LAREM,14,11/07/2017,absent,False,Gouvernement,Scrutin n° 14 du 11/07/2017 : l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,"Travail : mesures pour le renforcement du dialogue social
",Scrutins publics ordinaires,article
Mme Nathalie Sarles,LAREM,14,11/07/2017,absent,False,Gouvernement,Scrutin n° 14 du 11/07/2017 : l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,"Travail : mesures pour le renforcement du dialogue social
",Scrutins publics ordinaires,article
M. Dino Cinieri,LR,14,11/07/2017,absent,False,Gouvernement,Scrutin n° 14 du 11/07/2017 : l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,"Travail : mesures pour le renforcement du dialogue social
",Scrutins publics ordinaires,article
M. Jean-Michel Mis,LAREM,33,13/07/2017,absent,False,FI,Scrutin n° 33 du 13/07/2017 : l'amendement n°215 de M. Quatennens après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,"Travail : mesures pour le renforcement du dialogue social
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,33,13/07/2017,absent,False,FI,Scrutin n° 33 du 13/07/2017 : l'amendement n°215 de M. Quatennens après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,"Travail : mesures pour le renforcement du dialogue social
",Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,33,13/07/2017,absent,False,FI,Scrutin n° 33 du 13/07/2017 : l'amendement n°215 de M. Quatennens après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,"Travail : mesures pour le renforcement du dialogue social
",Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,33,13/07/2017,absent,False,FI,Scrutin n° 33 du 13/07/2017 : l'amendement n°215 de M. Quatennens après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,"Travail : mesures pour le renforcement du dialogue social
",Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,33,13/07/2017,absent,False,FI,Scrutin n° 33 du 13/07/2017 : l'amendement n°215 de M. Quatennens après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,"Travail : mesures pour le renforcement du dialogue social
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,33,13/07/2017,absent,False,FI,Scrutin n° 33 du 13/07/2017 : l'amendement n°215 de M. Quatennens après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,"Travail : mesures pour le renforcement du dialogue social
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,32,13/07/2017,contre,False,GDR,Scrutin n° 32 du 13/07/2017 : l'amendement n°327 de M. Dharréville après l'article 9 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,"Travail : mesures pour le renforcement du dialogue social
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,32,13/07/2017,contre,False,GDR,Scrutin n° 32 du 13/07/2017 : l'amendement n°327 de M. Dharréville après l'article 9 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,"Travail : mesures pour le renforcement du dialogue social
",Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,32,13/07/2017,contre,False,GDR,Scrutin n° 32 du 13/07/2017 : l'amendement n°327 de M. Dharréville après l'article 9 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,"Travail : mesures pour le renforcement du dialogue social
",Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,32,13/07/2017,absent,False,GDR,Scrutin n° 32 du 13/07/2017 : l'amendement n°327 de M. Dharréville après l'article 9 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,"Travail : mesures pour le renforcement du dialogue social
",Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,32,13/07/2017,absent,False,GDR,Scrutin n° 32 du 13/07/2017 : l'amendement n°327 de M. Dharréville après l'article 9 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,"Travail : mesures pour le renforcement du dialogue social
",Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,32,13/07/2017,absent,False,GDR,Scrutin n° 32 du 13/07/2017 : l'amendement n°327 de M. Dharréville après l'article 9 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,"Travail : mesures pour le renforcement du dialogue social
",Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,31,12/07/2017,contre,False,GDR,Scrutin n° 31 du 12/07/2017 : l'amendement n° 318 de M. Dharréville après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,"Travail : mesures pour le renforcement du dialogue social
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,31,12/07/2017,absent,False,GDR,Scrutin n° 31 du 12/07/2017 : l'amendement n° 318 de M. Dharréville après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,"Travail : mesures pour le renforcement du dialogue social
",Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,31,12/07/2017,absent,False,GDR,Scrutin n° 31 du 12/07/2017 : l'amendement n° 318 de M. Dharréville après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,"Travail : mesures pour le renforcement du dialogue social
",Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,31,12/07/2017,absent,False,GDR,Scrutin n° 31 du 12/07/2017 : l'amendement n° 318 de M. Dharréville après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,"Travail : mesures pour le renforcement du dialogue social
",Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,31,12/07/2017,absent,False,GDR,Scrutin n° 31 du 12/07/2017 : l'amendement n° 318 de M. Dharréville après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,"Travail : mesures pour le renforcement du dialogue social
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,31,12/07/2017,absent,False,GDR,Scrutin n° 31 du 12/07/2017 : l'amendement n° 318 de M. Dharréville après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,"Travail : mesures pour le renforcement du dialogue social
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,30,12/07/2017,pour,False,Gouvernement,Scrutin n° 30 du 12/07/2017 : l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,"Travail : mesures pour le renforcement du dialogue social
",Scrutins publics ordinaires,article
M. Jean-Michel Mis,LAREM,30,12/07/2017,pour,False,Gouvernement,Scrutin n° 30 du 12/07/2017 : l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,"Travail : mesures pour le renforcement du dialogue social
",Scrutins publics ordinaires,article
Mme Valéria Faure-Muntian,LAREM,77,27/07/2017,absent,False,FI,Scrutin n° 77 du 27/07/2017 : l'amendement n° 179 de M. Bernalicis après l'article 5 ter du projet de loi pour la confiance dans la vie publique (première lecture).,"Pouvoirs publics : confiance dans l'action publique
",Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,76,26/07/2017,contre,False,GDR,Scrutin n° 76 du 26/07/2017 : l'amendement n° 269 de M. Roussel et les amendements identiques suivants à l'article 3 ter du projet de loi pour la confiance dans la vie publique (première lecture).,"Pouvoirs publics : confiance dans l'action publique
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,76,26/07/2017,absent,False,GDR,Scrutin n° 76 du 26/07/2017 : l'amendement n° 269 de M. Roussel et les amendements identiques suivants à l'article 3 ter du projet de loi pour la confiance dans la vie publique (première lecture).,"Pouvoirs publics : confiance dans l'action publique
",Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,76,26/07/2017,absent,False,GDR,Scrutin n° 76 du 26/07/2017 : l'amendement n° 269 de M. Roussel et les amendements identiques suivants à l'article 3 ter du projet de loi pour la confiance dans la vie publique (première lecture).,"Pouvoirs publics : confiance dans l'action publique
",Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,76,26/07/2017,absent,False,GDR,Scrutin n° 76 du 26/07/2017 : l'amendement n° 269 de M. Roussel et les amendements identiques suivants à l'article 3 ter du projet de loi pour la confiance dans la vie publique (première lecture).,"Pouvoirs publics : confiance dans l'action publique
",Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,76,26/07/2017,absent,False,GDR,Scrutin n° 76 du 26/07/2017 : l'amendement n° 269 de M. Roussel et les amendements identiques suivants à l'article 3 ter du projet de loi pour la confiance dans la vie publique (première lecture).,"Pouvoirs publics : confiance dans l'action publique
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,76,26/07/2017,absent,False,GDR,Scrutin n° 76 du 26/07/2017 : l'amendement n° 269 de M. Roussel et les amendements identiques suivants à l'article 3 ter du projet de loi pour la confiance dans la vie publique (première lecture).,"Pouvoirs publics : confiance dans l'action publique
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,108,03/08/2017,contre,False,FI,Scrutin n° 108 du 03/08/2017 : l'amendement n° 24 de Mme Obono à l'article 2 du projet de loi organique pour la confiance dans la vie politique (nouvelle lecture).,"Pouvoirs publics : confiance dans l'action publique
",Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,108,03/08/2017,contre,False,FI,Scrutin n° 108 du 03/08/2017 : l'amendement n° 24 de Mme Obono à l'article 2 du projet de loi organique pour la confiance dans la vie politique (nouvelle lecture).,"Pouvoirs publics : confiance dans l'action publique
",Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,108,03/08/2017,absent,False,FI,Scrutin n° 108 du 03/08/2017 : l'amendement n° 24 de Mme Obono à l'article 2 du projet de loi organique pour la confiance dans la vie politique (nouvelle lecture).,"Pouvoirs publics : confiance dans l'action publique
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,108,03/08/2017,absent,False,FI,Scrutin n° 108 du 03/08/2017 : l'amendement n° 24 de Mme Obono à l'article 2 du projet de loi organique pour la confiance dans la vie politique (nouvelle lecture).,"Pouvoirs publics : confiance dans l'action publique
",Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,108,03/08/2017,absent,False,FI,Scrutin n° 108 du 03/08/2017 : l'amendement n° 24 de Mme Obono à l'article 2 du projet de loi organique pour la confiance dans la vie politique (nouvelle lecture).,"Pouvoirs publics : confiance dans l'action publique
",Scrutins publics ordinaires,amendement
